name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
AR01	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AR02	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AR03	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AR04	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AR05	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AR06	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AR07	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AR08	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AR09	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AR10	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AHR1	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AHR2	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AHR3	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AHR4	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AHR5	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AHR6	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AHR7	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
AHR8	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	noisy (visual assessment)
GPR01	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
GPR02	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
GPR03	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
GPR04	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
GPR05	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
GPR06	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
GPR07	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
GPR08	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
GPR09	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
GPR10	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
AH+	OTHER	µV	468	0.15	AH-	other	2048	n/a	bad	not recording
ECG+	ECG	µV	468	0.15	ECG-	other	2048	n/a	good	not included
Orb+	EOG	µV	468	0.15	Orb-	other	2048	n/a	good	not included
EMG+	EMG	µV	468	0.15	EMG-	other	2048	n/a	good	not included
PHR1	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PHR2	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PHR3	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PHR4	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PHR5	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PHR6	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PHR7	SEEG	µV	468	0.15	G2	depth	2048	n/a	good	included
PHR8	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
PHR9	SEEG	µV	468	0.15	G2	depth	2048	n/a	bad	electrode in screw
