name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
Gr16	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr17	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr18	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr19	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr20	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Rst01	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Rst02	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Rst03	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Gr11	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr12	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr13	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr14	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr15	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Rst04	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Rst05	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Rst06	ECOG	µV	538	0.15	G2	strip	2048	n/a	bad	noisy (visual assessment)
Gr06	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr07	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr08	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr09	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr10	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Riv01	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Riv02	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Riv03	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr01	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr02	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr03	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr04	ECOG	µV	538	0.15	G2	grid	2048	n/a	good	included
Gr05	ECOG	µV	538	0.15	G2	grid	2048	n/a	bad	noisy (visual assessment)
Riv04	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Riv05	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
ECG	ECG	µV	538	0.15	G2	other	2048	n/a	good	not included
