name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
Gr16	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr17	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr18	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr19	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr20	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Rst01	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Rst02	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Rst03	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Gr11	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr12	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr13	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr14	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr15	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Rst04	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Rst05	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Rst06	ECOG	µV	538	0.15	G2	strip	2048	n/a	bad	cavity
Gr06	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr07	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr08	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr09	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr10	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Riv01	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Riv02	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Riv03	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Gr01	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr02	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr03	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr04	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Gr05	OTHER	µV	538	0.15	G2	other	2048	n/a	bad	not recording
Riv04	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
Riv05	ECOG	µV	538	0.15	G2	strip	2048	n/a	good	included
ECG	ECG	µV	538	0.15	G2	other	2048	n/a	good	not included
