name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
C01	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C02	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C03	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C04	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C05	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C06	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C07	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C08	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C09	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C10	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C11	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C12	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C13	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C14	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C15	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C16	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C17	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C18	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C19	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C20	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C21	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C22	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C23	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C24	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C25	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C26	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C27	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C28	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C29	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C30	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C31	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C32	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C33	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C34	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C35	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C36	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C37	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C38	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C39	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C40	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C41	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C42	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C43	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C44	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C45	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C46	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C47	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C48	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C49	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C50	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C51	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C52	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C53	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C54	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C55	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C56	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C57	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C58	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C59	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C60	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C61	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C62	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C63	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C64	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
MKR1+	TRIG	µV	468	0.15	MKR1-	other	2048	n/a	good	not included
AR01	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AR02	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D11	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D12	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D13	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D14	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D15	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D16	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AR09	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AR10	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D21	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D22	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D23	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D24	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D25	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
D26	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AHR7	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AHR8	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AHR09	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AHR10	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PGR01	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PGR02	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PGR03	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PGR04	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AH+	OTHER	µV	468	0.15	AH-	other	2048	n/a	bad	not recording
ECG+	ECG	µV	468	0.15	ECG-	other	2048	n/a	good	not included
orb+	EOG	µV	468	0.15	orb-	other	2048	n/a	good	not included
EMG+	EMG	µV	468	0.15	EMG-	other	2048	n/a	good	not included
p11+	OTHER	µV	468	0.15	p11-	other	2048	n/a	bad	not recording
ORB+	EOG	µV	468	0.15	ORB-	other	2048	n/a	good	not included
m1+	OTHER	µV	468	0.15	m1-	other	2048	n/a	bad	not recording
EcG+	ECG	µV	468	0.15	EcG-	other	2048	n/a	good	not included
PHR1	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PHR2	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PHR3	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PHR4	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PHR5	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PHR6	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PHR7	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
PHR8	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x22	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x23	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
s4	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x25	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x26	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x27	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x28	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x29	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x30	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x31	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x32	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x33	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x34	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x35	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
z36	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
z37	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
GPL5	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
GPL6	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
GPL7	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
GPL8	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
GPL9	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
GPL10	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x8	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
x9	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
thor+	OTHER	Adim.	468	0.15	thor-	other	2048	n/a	bad	not recording
abdo+	OTHER	Adim.	468	0.15	abdo-	other	2048	n/a	bad	not recording
xyz+	OTHER	Adim.	468	0.15	xyz-	other	2048	n/a	bad	not recording
MKR2+	TRIG	µV	468	0.15	MKR2-	other	2048	n/a	good	not included
